"CaseMasterID","CaseNo","BriefFacts"
"1102","202401102","Case registered at Dharwad PS 27 regarding grievous hurt. Investigation ongoing under IO Thomas."
"1103","202401103","Case registered at Davanagere PS 1 regarding gambling. Investigation ongoing under IO Gabriel."
"1104","202601104","Case registered at Dakshina Kannada PS 26 regarding vehicle theft. Investigation ongoing under IO Ishani."
"1105","202601105","Case registered at Chamarajanagar PS 4 regarding identity theft. Investigation ongoing under IO Harshil."
"1106","202301106","Case registered at Bengaluru Urban PS 90 regarding burglary. Investigation ongoing under IO Devika."
"1107","202301107","Case registered at Bengaluru Urban PS 86 regarding dowry harassment. Investigation ongoing under IO Garima."
"1108","202501108","Case registered at Bengaluru Rural PS 26 regarding domestic violence. Investigation ongoing under IO Vedant."
"1109","202301109","Case registered at Gadag PS 17 regarding gambling. Investigation ongoing under IO Lajita."
"1110","202401110","Case registered at Yadgir PS 21 regarding vehicle theft. Investigation ongoing under IO Xavier."
"1111","202601111","Case registered at Uttara Kannada PS 9 regarding theft. Investigation ongoing under IO Abeer."
"1112","202301112","Case registered at Ballari PS 37 regarding grievous hurt. Investigation ongoing under IO Gaurav."
"1113","202401113","Case registered at Uttara Kannada PS 22 regarding burglary. Investigation ongoing under IO Hitesh."
"1114","202501114","Case registered at Tumakuru PS 5 regarding grievous hurt. Investigation ongoing under IO Mason."
"1115","202501115","Case registered at Koppal PS 1 regarding gambling. Investigation ongoing under IO Gayathri."
"1116","202301116","Case registered at Bengaluru Urban PS 6 regarding robbery. Investigation ongoing under IO Oliver."
"1117","202401117","Case registered at Belagavi PS 24 regarding burglary. Investigation ongoing under IO Amrita."
"1118","202301118","Case registered at Dharwad PS 16 regarding criminal breach of trust. Investigation ongoing under IO Udarsh."
"1119","202301119","Case registered at Chikkamagaluru PS 6 regarding identity theft. Investigation ongoing under IO Manthan."
"1120","202401120","Case registered at Raichur PS 11 regarding identity theft. Investigation ongoing under IO Banjeet."
"1121","202501121","Case registered at Mysuru PS 20 regarding public nuisance. Investigation ongoing under IO Janaki."
"1122","202401122","Case registered at Chamarajanagar PS 10 regarding grievous hurt. Investigation ongoing under IO Amara."
"1123","202301123","Case registered at Hassan PS 16 regarding vehicle theft. Investigation ongoing under IO Oliver."
"1124","202501124","Case registered at Bidar PS 7 regarding vehicle theft. Investigation ongoing under IO Abeer."
"1125","202301125","Case registered at Mandya PS 3 regarding gambling. Investigation ongoing under IO Chakradev."
"1126","202301126","Case registered at Ballari PS 45 regarding grievous hurt. Investigation ongoing under IO George."
"1127","202301127","Case registered at Mandya PS 13 regarding theft. Investigation ongoing under IO Akshay."
"1128","202401128","Case registered at Tumakuru PS 5 regarding domestic violence. Investigation ongoing under IO Xalak."
"1129","202401129","Case registered at Shivamogga PS 25 regarding robbery. Investigation ongoing under IO Yashawini."
"1130","202401130","Case registered at Ballari PS 57 regarding gambling. Investigation ongoing under IO Jackson."
"1131","202401131","Case registered at Raichur PS 9 regarding identity theft. Investigation ongoing under IO Dayamai."
"1132","202501132","Case registered at Hassan PS 26 regarding robbery. Investigation ongoing under IO Xalak."
"1133","202501133","Case registered at Kolar PS 29 regarding murder. Investigation ongoing under IO Gopal."
"1134","202601134","Case registered at Chitradurga PS 11 regarding identity theft. Investigation ongoing under IO Nachiket."
"1135","202601135","Case registered at Chikkamagaluru PS 13 regarding online fraud. Investigation ongoing under IO Mohini."
"1136","202301136","Case registered at Dakshina Kannada PS 21 regarding identity theft. Investigation ongoing under IO Michael."
"1137","202501137","Case registered at Hassan PS 24 regarding vehicle theft. Investigation ongoing under IO Bahadurjit."
"1138","202301138","Case registered at Mysuru PS 12 regarding public nuisance. Investigation ongoing under IO Janani."
"1139","202601139","Case registered at Chikkamagaluru PS 27 regarding online fraud. Investigation ongoing under IO Ladli."
"1140","202501140","Case registered at Kodagu PS 5 regarding domestic violence. Investigation ongoing under IO Lipika."
"1141","202301141","Case registered at Bengaluru Rural PS 26 regarding cheating. Investigation ongoing under IO Vanya."
"1142","202401142","Case registered at Gadag PS 17 regarding sexual assault. Investigation ongoing under IO Indali."
"1143","202501143","Case registered at Belagavi PS 41 regarding vehicle theft. Investigation ongoing under IO Kamya."
"1144","202501144","Case registered at Davanagere PS 8 regarding dowry harassment. Investigation ongoing under IO Shaurya."
"1145","202401145","Case registered at Uttara Kannada PS 8 regarding identity theft. Investigation ongoing under IO Maanav."
"1146","202301146","Case registered at Udupi PS 20 regarding theft. Investigation ongoing under IO Sai."
"1147","202501147","Case registered at Bengaluru Urban PS 39 regarding criminal breach of trust. Investigation ongoing under IO Bachittar."
"1148","202501148","Case registered at Udupi PS 22 regarding dowry harassment. Investigation ongoing under IO Krishna."
"1149","202401149","Case registered at Bengaluru Urban PS 77 regarding murder. Investigation ongoing under IO Frederick."
"1150","202501150","Case registered at Kalaburagi PS 34 regarding public nuisance. Investigation ongoing under IO Wahab."
"1151","202401151","Case registered at Vijayapura PS 25 regarding murder. Investigation ongoing under IO Nitesh."
"1152","202301152","Case registered at Bengaluru Urban PS 78 regarding online fraud. Investigation ongoing under IO Ansh."
"1153","202501153","Case registered at Bengaluru Urban PS 26 regarding public nuisance. Investigation ongoing under IO Udyati."
"1154","202601154","Case registered at Koppal PS 21 regarding robbery. Investigation ongoing under IO Harini."
"1155","202301155","Case registered at Chamarajanagar PS 29 regarding public nuisance. Investigation ongoing under IO Abhimanyu."
"1156","202301156","Case registered at Tumakuru PS 28 regarding domestic violence. Investigation ongoing under IO Onkar."
"1157","202401157","Case registered at Kolar PS 23 regarding murder. Investigation ongoing under IO Reyansh."
"1158","202501158","Case registered at Bengaluru Urban PS 82 regarding public nuisance. Investigation ongoing under IO Reva."
"1159","202401159","Case registered at Bengaluru Rural PS 22 regarding online fraud. Investigation ongoing under IO Zinal."
"1160","202301160","Case registered at Shivamogga PS 27 regarding cheating. Investigation ongoing under IO Darpan."
"1161","202501161","Case registered at Ballari PS 53 regarding dowry harassment. Investigation ongoing under IO Adya."
"1162","202501162","Case registered at Udupi PS 26 regarding dowry harassment. Investigation ongoing under IO Shaurya."
"1163","202601163","Case registered at Bagalkot PS 7 regarding dowry harassment. Investigation ongoing under IO Triya."
"1164","202501164","Case registered at Yadgir PS 15 regarding identity theft. Investigation ongoing under IO Lucky."
"1165","202301165","Case registered at Vijayanagara PS 7 regarding public nuisance. Investigation ongoing under IO Lajita."
"1166","202601166","Case registered at Dharwad PS 6 regarding online fraud. Investigation ongoing under IO Anusha."
"1167","202501167","Case registered at Belagavi PS 7 regarding public nuisance. Investigation ongoing under IO Jagrati."
"1168","202301168","Case registered at Mandya PS 28 regarding criminal breach of trust. Investigation ongoing under IO Nakul."
"1169","202501169","Case registered at Dakshina Kannada PS 33 regarding identity theft. Investigation ongoing under IO Kavya."
"1170","202601170","Case registered at Kodagu PS 16 regarding domestic violence. Investigation ongoing under IO Owen."
"1171","202501171","Case registered at Tumakuru PS 25 regarding criminal breach of trust. Investigation ongoing under IO Bimala."
"1172","202401172","Case registered at Bengaluru Rural PS 23 regarding sexual assault. Investigation ongoing under IO Jai."
"1173","202301173","Case registered at Koppal PS 17 regarding gambling. Investigation ongoing under IO Anusha."
"1174","202301174","Case registered at Yadgir PS 20 regarding domestic violence. Investigation ongoing under IO Devansh."
"1175","202301175","Case registered at Bengaluru Urban PS 25 regarding attempt to murder. Investigation ongoing under IO Mohini."
"1176","202501176","Case registered at Belagavi PS 11 regarding grievous hurt. Investigation ongoing under IO Vedant."
"1177","202601177","Case registered at Davanagere PS 21 regarding criminal breach of trust. Investigation ongoing under IO Gabriel."
"1178","202401178","Case registered at Haveri PS 27 regarding online fraud. Investigation ongoing under IO Mekhala."
"1179","202301179","Case registered at Yadgir PS 27 regarding gambling. Investigation ongoing under IO Chameli."
"1180","202601180","Case registered at Dakshina Kannada PS 9 regarding public nuisance. Investigation ongoing under IO Ishaan."
"1181","202401181","Case registered at Bengaluru Urban PS 62 regarding gambling. Investigation ongoing under IO Zayyan."
"1182","202601182","Case registered at Kolar PS 2 regarding robbery. Investigation ongoing under IO Karan."
"1183","202401183","Case registered at Bengaluru Rural PS 16 regarding murder. Investigation ongoing under IO Yash."
"1184","202501184","Case registered at Kalaburagi PS 10 regarding criminal breach of trust. Investigation ongoing under IO Hemang."
"1185","202401185","Case registered at Kalaburagi PS 14 regarding grievous hurt. Investigation ongoing under IO Sai."
"1186","202501186","Case registered at Bengaluru Urban PS 52 regarding domestic violence. Investigation ongoing under IO Ekalinga."
"1187","202401187","Case registered at Haveri PS 8 regarding criminal breach of trust. Investigation ongoing under IO Faraj."
"1188","202401188","Case registered at Vijayanagara PS 12 regarding gambling. Investigation ongoing under IO Dhriti."
"1189","202501189","Case registered at Belagavi PS 12 regarding criminal breach of trust. Investigation ongoing under IO Manbir."
"1190","202601190","Case registered at Dharwad PS 15 regarding domestic violence. Investigation ongoing under IO Tanvi."
"1191","202501191","Case registered at Chitradurga PS 7 regarding sexual assault. Investigation ongoing under IO Falak."
"1192","202601192","Case registered at Chikkaballapur PS 16 regarding public nuisance. Investigation ongoing under IO Eshana."
